TRIP
DATE 2011-07-06 
DECLINATION     0.00
DATA
-22.808	109.820	-22.621	109.891
-16.011	103.159	-9.501	92.794
-20.543	106.868	-16.011	103.159
-16.011	103.159	-12.267	97.505
-16.011	103.159	-10.920	92.881
-17.241	106.240	-20.543	106.868
-20.543	106.868	-19.295	107.830
-20.543	106.868	-22.352	104.959
-20.543	106.868	-19.604	106.820
-20.543	106.868	-20.708	106.700
-13.348	106.660	-17.241	106.240
-17.241	106.240	-17.299	105.876
-17.241	106.240	-17.388	107.383
-17.241	106.240	-17.829	107.494
-17.241	106.240	-17.370	106.203
1.513	107.708	-13.348	106.660
-13.348	106.660	-13.081	105.978
-13.348	106.660	-13.519	107.149
-13.348	106.660	-13.194	106.545
-13.348	106.660	-12.662	106.218
8.974	109.848	1.513	107.708
1.513	107.708	1.495	107.054
